prod_id,ages,set_name,theme_name,country,list_price,review_difficulty,norm_piece_count,norm_num_reviews,norm_play_star_rating,norm_star_rating,norm_val_star_rating
75823,6-12,Bird Island Egg Heist,Angry Birds™,US,29.99,Average,-0.27301959406490256,-0.3985124179053226,-0.6552785031611899,-0.04568656278309821,-0.3650101146776392
75822,6-12,Piggy Plane Attack,Angry Birds™,US,19.99,Easy,-0.40415383144537764,-0.3985124179053226,-0.6552785031611899,0.9906509527741276,-0.3650101146776392
75821,6-12,Piggy Car Escape,Angry Birds™,US,12.99,Easy,-0.5172420728560625,-0.14716194053679416,-0.13247293498445867,-0.46022156900598893,-0.20406333768006488
21030,12+,United States Capitol Building,Architecture,US,99.99,Average,0.6352955364145348,0.18797202928791043,-1.3523525940634982,0.16158094032834622,0.11783021631508528
21035,12+,Solomon R. Guggenheim Museum®,Architecture,US,79.99,Challenging,0.288812413794564,-0.06337844808061802,-2.0494266849658067,0.16158094032834622,-0.20406333768006488
21039,12+,Shanghai,Architecture,US,59.99,Average,0.11196165329062056,-0.2588732638116957,-1.1780840713379208,0.7833834496626833,0.27877699331266104
21028,12+,New York City,Architecture,US,59.99,Average,0.11316471968860657,0.5789616607500658,-1.1780840713379208,-0.6674890721174334,-0.20406333768006488
21029,12+,Buckingham Palace,Architecture,US,49.99,Average,0.33212280412206036,0.2158998601066358,0.04179558774111939,0.3688484434397925,0.11783021631508528
21034,12+,London,Architecture,US,39.99,Average,-0.0432339120495747,0.18797202928791043,-1.3523525940634982,0.3688484434397925,-0.20406333768006488
21033,12+,Chicago,Architecture,US,39.99,Average,-0.07210750560123894,-0.14716194053679416,-1.3523525940634982,0.5761159465512369,0.4397237703102354
21036,12+,Arc de Triomphe,Architecture,US,39.99,Average,-0.1418853566844275,-0.06337844808061802,-0.48100998043561327,-0.25295406589454267,-1.008797222667939
21019,12+,The Eiffel Tower,Architecture,US,34.99,Average,-0.22008467255351813,1.025806953849672,-2.0494266849658067,0.16158094032834622,0.27877699331266104
21032,12+,Sydney,Architecture,US,29.99,Easy,-0.17196201663407773,-0.2588732638116957,-0.3067414577100352,0.16158094032834622,-0.043116560682489084
17101,7-12,BOOST Creative Toolbox,BOOST,US,159.99,Average,0.412728252787123,1.3050852620369258,-1.0038155486123443,-2.3256290970089952,-1.169743999665514
41597,10+,Go Brick Me,BrickHeadz,US,29.99,Average,0.24550202346706765,-0.0913062788993434,0.5646011559178505,0.5761159465512369,0.92256410130296
41614,10+,Owen & Blue,BrickHeadz,US,19.99,Easy,-0.324751449178301,-0.426440248724048,-2.3979637304169614,0.9906509527741276,1.2444576552981101
41613,10+,Mr. Incredible & Frozone,BrickHeadz,US,19.99,Very Easy,-0.4137783626292657,-0.426440248724048,1.0874067240945817,0.9906509527741276,1.2444576552981101
41609,10+,Chewbacca™,BrickHeadz,US,9.99,Very Easy,-0.4270120930071118,-0.426440248724048,-4.140648957672733,-3.154699109454776,-0.3650101146776392
41608,10+,Han Solo™,BrickHeadz,US,9.99,Very Easy,-0.4366366241909999,-0.426440248724048,-4.140648957672733,-1.082024078340324,-0.3650101146776392
41604,10+,Iron Man MK50,BrickHeadz,US,9.99,Average,-0.4847592801104403,-0.3705845870865972,-0.6552785031611899,0.3688484434397925,0.4397237703102354
41605,10+,Thanos,BrickHeadz,US,9.99,Easy,-0.47994701451849625,-0.3985124179053226,-2.3979637304169614,0.9906509527741276,1.2444576552981101
41606,10+,Star-Lord,BrickHeadz,US,9.99,Easy,-0.4703224833346082,-0.426440248724048,1.0874067240945817,0.9906509527741276,1.2444576552981101
41607,10+,Gamora,BrickHeadz,US,9.99,unknown,-0.44265195618092995,-0.426440248724048,0.2160641104666959,0.9906509527741276,0.11783021631508528
41485,10+,Finn,BrickHeadz,US,9.99,Easy,-0.49678994409030036,-0.3985124179053226,-2.3979637304169614,-0.04568656278309821,-0.3650101146776392
40270,10+,Valentine's Bee,BrickHeadz,US,9.99,Easy,-0.4378396905889859,-0.2588732638116957,-2.0494266849658067,0.7833834496626833,0.7616173243053855
41599,10+,Wonder Woman™,BrickHeadz,US,9.99,Easy,-0.4342304913950279,-0.31472892544914643,0.39033263319227246,0.9906509527741276,1.2444576552981101
41598,10+,The Flash™,BrickHeadz,US,9.99,Very Easy,-0.45949488575273406,-0.3705845870865972,-2.9207692985936924,-1.082024078340324,-1.9744778846533886
41603,10+,Kylo Ren™,BrickHeadz,US,9.99,Easy,-0.449870354568846,-0.31472892544914643,-0.13247293498445867,0.9906509527741276,0.92256410130296
41602,10+,Rey,BrickHeadz,US,9.99,Easy,-0.4631040849466921,-0.3705845870865972,0.2160641104666959,0.9906509527741276,0.4397237703102354
41600,10+,Aquaman™,BrickHeadz,US,9.99,Very Easy,-0.44385502257891596,-0.426440248724048,-5.883334184928504,-1.082024078340324,-1.9744778846533886
41601,10+,Cyborg™,BrickHeadz,US,9.99,Easy,-0.4763378153245382,-0.3985124179053226,-1.5266211167890755,0.9906509527741276,-0.3650101146776392
41611,10+,Marty McFly & Doc Brown,BrickHeadz,US,19.99,Easy,-0.3175330507903849,-0.426440248724048,-2.3979637304169614,0.9906509527741276,1.2444576552981101
41610,10+,Tactical Batman™ & Superman™,BrickHeadz,US,19.99,unknown,-0.3548281091279512,-0.2868010946304211,0.2160641104666959,0.16158094032834622,0.11783021631508528
40271,10+,Easter Bunny,BrickHeadz,US,9.99,Easy,-0.45468262016079003,-0.34265675626787184,-4.140648957672733,0.9906509527741276,0.4397237703102354
41487,10+,Lloyd,BrickHeadz,US,9.99,Easy,-0.4835562137124543,-0.2588732638116957,-0.6552785031611899,0.9906509527741276,0.7616173243053855
41488,10+,Master Wu,BrickHeadz,US,9.99,Very Easy,-0.4991960768862724,-0.31472892544914643,-2.0494266849658067,-0.25295406589454267,-0.3650101146776392
41594,10+,Captain Armando Salazar,BrickHeadz,US,9.99,Very Easy,-0.4643071513446781,-0.2868010946304211,-1.87515816224023,0.9906509527741276,0.7616173243053855
41486,10+,Captain Phasma™,BrickHeadz,US,9.99,Very Easy,-0.453479553762804,-0.3705845870865972,-1.5266211167890755,0.3688484434397925,0.7616173243053855
41585,10+,Batman™,BrickHeadz,US,9.99,Very Easy,-0.49678994409030036,-0.14716194053679416,-1.0038155486123443,0.7833834496626833,0.7616173243053855
41590,10+,Iron Man,BrickHeadz,US,9.99,Easy,-0.4907746121003703,-0.2309454329929703,-0.6552785031611899,0.7833834496626833,0.27877699331266104
41593,10+,Captain Jack Sparrow,BrickHeadz,US,9.99,Easy,-0.4751347489265522,-0.20301760217424492,-1.3523525940634982,0.5761159465512369,0.6006705473078098
41592,10+,The Hulk,BrickHeadz,US,9.99,Easy,-0.49438381129432835,-0.2309454329929703,-0.8295470258867671,0.16158094032834622,-0.20406333768006488
41595,10+,Belle,BrickHeadz,US,9.99,Easy,-0.4390427569869719,-0.17508977135551954,-0.3067414577100352,0.5761159465512369,0.7616173243053855
41596,10+,Beast,BrickHeadz,US,9.99,Average,-0.46671328414065016,-0.3985124179053226,1.0874067240945817,0.9906509527741276,1.2444576552981101
41588,10+,The Joker™,BrickHeadz,US,9.99,Easy,-0.4246059602111398,-0.11923410971806878,-1.87515816224023,0.5761159465512369,0.7616173243053855
41591,10+,Black Widow,BrickHeadz,US,9.99,Easy,-0.4342304913950279,-0.34265675626787184,-1.5266211167890755,0.5761159465512369,0.92256410130296
41587,10+,Robin™,BrickHeadz,US,9.99,Very Easy,-0.4847592801104403,-0.17508977135551954,-0.13247293498445867,0.5761159465512369,1.0835108783005356
41586,10+,Batgirl™,BrickHeadz,US,9.99,Easy,-0.4871654129064123,-0.20301760217424492,-1.5266211167890755,-0.46022156900598893,0.6006705473078098
60175,5-12,Mountain River Heist,City,US,49.99,unknown,-0.1406822902864415,-0.2868010946304211,0.2160641104666959,0.16158094032834622,0.11783021631508528
60052,6-12,Cargo Train,City,US,199.99,Average,0.46205397510454943,0.523105999112615,0.5646011559178505,-0.25295406589454267,-0.6869036686727894
60051,6-12,High-speed Passenger Train,City,US,149.99,Average,0.1276015164644387,0.8023843072998689,0.04179558774111939,-0.25295406589454267,-0.3650101146776392
60162,8-12,Jungle Air Drop Helicopter,City,US,149.99,Average,0.897564011175485,-0.426440248724048,1.0874067240945817,0.9906509527741276,-0.3650101146776392
60167,6-12,Coast Guard Head Quarters,City,US,119.99,Average,0.34655960089789245,-0.3705845870865972,-1.87515816224023,-1.7038265876746592,-1.491637553660664
60161,8-12,Jungle Exploration Site,City,US,119.99,Average,0.37182399525559867,-0.2868010946304211,0.2160641104666959,-0.46022156900598893,-0.3650101146776392
60141,6-12,Police Station,City,US,99.99,Easy,0.4692723734924655,-0.17508977135551954,-0.3067414577100352,0.3688484434397925,-0.3650101146776392
60188,7-12,Mining Experts Site,City,US,99.99,unknown,0.4560386431146194,-0.426440248724048,1.0874067240945817,0.9906509527741276,1.2444576552981101
60110,6-12,Fire Station,City,US,99.99,Average,0.49934903344211573,-0.0075227864431672495,0.2160641104666959,0.16158094032834622,0.6006705473078098
60174,6-12,Mountain Police Headquarters,City,US,89.99,Average,0.1913640355576972,-0.2309454329929703,0.04179558774111939,0.16158094032834622,-0.3650101146776392
60169,6-12,Cargo Terminal,City,US,79.99,Average,0.28400014820262,-0.34265675626787184,1.0874067240945817,0.9906509527741276,0.11783021631508528
60140,5-12,Bulldozer Break-in,City,US,69.99,Easy,0.06865126296312421,-0.20301760217424492,-0.8295470258867671,-2.5328966001204405,-1.008797222667939
60160,7-12,Jungle Mobile Lab,City,US,59.99,Average,-0.0937627007649871,-0.3705845870865972,0.5646011559178505,0.9906509527741276,0.7616173243053855
60173,5-12,Mountain Arrest,City,US,59.99,Average,-0.2417398677172663,-0.3985124179053226,0.2160641104666959,-1.082024078340324,-2.7792117696412633
60166,6-12,Heavy-duty Rescue Helicopter,City,US,59.99,Challenging,-0.1069964311428332,-0.2309454329929703,0.04179558774111939,-0.25295406589454267,-0.3650101146776392
60139,6-12,Mobile Command Center,City,US,49.99,Easy,-0.15632215346025963,-0.17508977135551954,-0.8295470258867671,-1.082024078340324,-1.491637553660664
60154,5-12,Bus Station,City,US,49.99,Easy,-0.20083561018574198,-0.0075227864431672495,-1.3523525940634982,-2.5328966001204405,-2.457318215646113
60186,5-12,Mining Heavy Driller,City,US,49.99,Average,-0.25256746529914037,-0.426440248724048,-0.6552785031611899,0.9906509527741276,-0.3650101146776392
60153,5-12,People pack – Fun at the beach,City,US,39.99,Very Easy,-0.40295076504739163,-0.17508977135551954,-0.13247293498445867,-0.8747565752288796,-1.008797222667939
60138,5-12,High-speed Chase,City,US,39.99,Average,-0.25256746529914037,-0.06337844808061802,-0.3067414577100352,-0.6674890721174334,-0.20406333768006488
60165,5-12,4 x 4 Response Unit,City,US,39.99,Very Easy,-0.18880494620588187,-0.3985124179053226,0.2160641104666959,0.9906509527741276,1.2444576552981101
60172,5-12,Dirt Road Pursuit,City,US,39.99,unknown,-0.24895826610518237,-0.2868010946304211,0.2160641104666959,0.16158094032834622,0.11783021631508528
60159,6-12,Jungle Halftrack Mission,City,US,39.99,Easy,-0.15150988786831557,-0.31472892544914643,0.738869678643427,0.5761159465512369,0.6006705473078098
60108,5-12,Fire Response Unit,City,US,39.99,Average,-0.2970809220246228,-0.2309454329929703,-0.3067414577100352,-1.2892915814517694,-0.6869036686727894
60182,5-12,Pickup & Caravan,City,US,29.99,Easy,-0.19241414539983992,-0.2588732638116957,1.0874067240945817,0.9906509527741276,1.2444576552981101
60183,5-12,Heavy Cargo Transport,City,US,29.99,Easy,-0.23331840293136424,-0.2588732638116957,0.04179558774111939,0.3688484434397925,0.7616173243053855
60107,5-12,Fire Ladder Truck,City,US,24.99,Easy,-0.34881277713802117,-0.14716194053679416,0.2160641104666959,-0.04568656278309821,-0.20406333768006488
60180,6-12,Monster Truck,City,US,19.99,Average,-0.3752802378937134,-0.34265675626787184,1.0874067240945817,0.9906509527741276,1.2444576552981101
60150,5-12,Pizza Van,City,US,19.99,Easy,-0.30670545320851084,0.523105999112615,0.39033263319227246,0.7833834496626833,0.92256410130296
7499,5-12,Flexible and Straight Tracks,City,US,19.99,Easy,-0.577395392755363,2.0312088633237857,-2.5722322531425386,-4.191036625012002,-3.2620521006339875
60148,5-12,ATV Race Team,City,US,19.99,Easy,-0.3187361171883709,-0.11923410971806878,0.5646011559178505,0.5761159465512369,0.6006705473078098
60179,5-12,Ambulance Helicopter,City,US,19.99,Easy,-0.3776863706896854,-0.2868010946304211,-0.3067414577100352,-1.4965590845632148,0.7616173243053855
60181,5-12,Forest Tractor,City,US,19.99,Easy,-0.3969354330574616,-0.2588732638116957,-0.13247293498445867,-0.25295406589454267,-0.043116560682489084
60137,5-12,Tow Truck Trouble,City,US,19.99,Easy,-0.4330274249970419,-0.2309454329929703,0.04179558774111939,-0.46022156900598893,-0.3650101146776392
60176,5-12,Wild River Escape,City,US,19.99,Easy,-0.45468262016079003,-0.426440248724048,1.0874067240945817,0.9906509527741276,-0.3650101146776392
60185,5-12,Mining Power Splitter,City,US,19.99,Easy,-0.453479553762804,-0.426440248724048,1.0874067240945817,0.9906509527741276,1.2444576552981101
10751,4-7,Mountain Police Chase,Juniors,US,19.99,unknown,-0.46791635053863617,-0.2868010946304211,0.2160641104666959,0.16158094032834622,0.11783021631508528
60164,5-12,Sea Rescue Plane,City,US,19.99,Easy,-0.4366366241909999,-0.3705845870865972,-0.13247293498445867,-0.46022156900598893,0.7616173243053855
60158,6-12,Jungle Cargo Helicopter,City,US,19.99,Average,-0.3644526403118393,-0.31472892544914643,-0.13247293498445867,-0.25295406589454267,-0.6869036686727894
7895,5-12,Switching Tracks,City,US,15.99,Very Easy,-0.5966444551231392,0.8582399689373196,-0.3067414577100352,-0.8747565752288796,-1.008797222667939
7280,5-12,Straight & Crossroad Plates,City,US,14.99,Very Easy,-0.6038628535110553,1.919497540048884,-0.48100998043561327,-2.11836159389755,-3.1011053236364132
7281,5-12,T-Junction & Curved Road Plates,City,US,14.99,Very Easy,-0.6038628535110553,0.6627451532062419,-0.48100998043561327,-1.2892915814517694,-2.2963714386485385
60177,5-12,Airshow Jet,City,US,9.99,Easy,-0.5016022096822444,-0.3985124179053226,0.2160641104666959,-0.04568656278309821,1.2444576552981101
60157,5-12,Jungle Starter Set,City,US,9.99,Easy,-0.5003991432842584,-0.11923410971806878,0.2160641104666959,0.7833834496626833,0.6006705473078098
10750,4-7,Road Repair Truck,Juniors,US,9.99,unknown,-0.5184451392540486,-0.2868010946304211,0.2160641104666959,0.16158094032834622,0.11783021631508528
60163,5-12,Coast Guard Starter Set,City,US,9.99,Very Easy,-0.5148359400600905,-0.34265675626787184,0.738869678643427,0.9906509527741276,0.4397237703102354
60171,5-12,Mountain Fugitives,City,US,9.99,unknown,-0.5003991432842584,-0.3985124179053226,0.2160641104666959,0.9906509527741276,0.11783021631508528
60184,5-12,Mining Team,City,US,9.99,Very Easy,-0.5076175416721744,-0.3985124179053226,0.2160641104666959,0.9906509527741276,-0.3650101146776392
60178,5-12,Speed Record Car,City,US,9.99,Easy,-0.5124298072641185,-0.426440248724048,-0.6552785031611899,0.9906509527741276,-0.3650101146776392
60170,5-12,Off-Road Chase,City,US,6.99,Very Easy,-0.561755529581545,-0.3985124179053226,0.2160641104666959,-0.04568656278309821,1.2444576552981101
60156,5-12,Jungle Buggy,City,US,6.99,Easy,-0.5425064672137687,-0.31472892544914643,-1.0038155486123443,-1.9110940907861045,-0.043116560682489084
60134,5-12,Fun in the park - City People Pack,City,US,39.99,Very Easy,-0.41738756182322373,0.3834668450189881,0.5646011559178505,0.16158094032834622,-0.3650101146776392
60125,8-12,Volcano Heavy-lift Helicopter,City,US,149.99,Average,0.9300468039211073,-0.31472892544914643,1.0874067240945817,0.16158094032834622,-0.043116560682489084
60124,8-12,Volcano Exploration Base,City,US,119.99,Average,0.3850577256334448,-0.20301760217424492,1.0874067240945817,0.16158094032834622,0.6006705473078098
60109,6-12,Fire Boat,City,US,79.99,Easy,-0.11060563033679124,-0.3985124179053226,0.2160641104666959,-0.04568656278309821,-0.3650101146776392
60143,5-12,Auto Transport Heist,City,US,49.99,unknown,-0.12143322791866533,-0.3985124179053226,0.2160641104666959,-1.082024078340324,-1.169743999665514
60129,5-12,Police Patrol Boat,City,US,49.99,Easy,-0.36565570670982533,-0.31472892544914643,-1.0038155486123443,-2.740164103231885,-3.583945654629138
60123,7-12,Volcano Supply Helicopter,City,US,49.99,Easy,-0.20925707497164406,-0.3705845870865972,0.5646011559178505,-0.46022156900598893,-0.3650101146776392
60122,6-12,Volcano Crawler,City,US,39.99,Average,-0.2164754733595601,-0.34265675626787184,1.0874067240945817,0.9906509527741276,0.4397237703102354
60119,6-12,Ferry,City,US,29.99,Easy,-0.24414600051323834,-0.06337844808061802,-0.6552785031611899,-0.6674890721174334,-0.043116560682489084
60168,5-12,Sailboat Rescue,City,US,29.99,unknown,-0.3716710386997554,-0.2868010946304211,0.2160641104666959,0.16158094032834622,0.11783021631508528
60155,5-12,LEGO® City Advent Calendar,City,US,29.99,Easy,-0.30790851960649684,-0.2309454329929703,-1.7008896395146529,-1.4965590845632148,-1.169743999665514
60101,5-12,Airport Cargo Plane,City,US,24.99,Easy,-0.41738756182322373,-0.0913062788993434,0.04179558774111939,0.16158094032834622,-0.043116560682489084
60121,5-12,Volcano Exploration Truck,City,US,24.99,Easy,-0.3957323666594756,-0.2868010946304211,0.738869678643427,0.5761159465512369,0.27877699331266104
60117,5-12,Van & Caravan,City,US,19.99,Easy,-0.30550238681052483,0.523105999112615,0.2160641104666959,0.16158094032834622,0.6006705473078098
60142,5-12,Money Transporter,City,US,19.99,Easy,-0.44024582338495793,-0.2588732638116957,0.5646011559178505,-0.25295406589454267,-0.20406333768006488
60136,5-12,Police Starter Set,City,US,9.99,Easy,-0.5100236744681464,-0.2309454329929703,-0.48100998043561327,0.16158094032834622,0.11783021631508528
60146,5-12,Stunt Truck,City,US,9.99,Easy,-0.49678994409030036,-0.2309454329929703,-0.13247293498445867,0.5761159465512369,0.27877699331266104
60145,5-12,Buggy,City,US,9.99,Very Easy,-0.5088206080701605,-0.2588732638116957,0.9131382013690051,0.7833834496626833,1.0835108783005356
60120,5-12,Volcano Starter Set,City,US,9.99,Easy,-0.5064144752741885,-0.2588732638116957,0.5646011559178505,-0.46022156900598893,0.11783021631508528
60100,5-12,Airport Starter Set,City,US,9.99,Very Easy,-0.5088206080701605,-0.17508977135551954,0.04179558774111939,0.7833834496626833,1.2444576552981101
60106,5-12,Fire Starter Set,City,US,9.99,Easy,-0.49799301048828637,-0.14716194053679416,-0.8295470258867671,-0.8747565752288796,-0.20406333768006488
60135,5-12,ATV Arrest,City,US,6.99,Very Easy,-0.5497248656016848,-0.31472892544914643,-0.13247293498445867,-0.25295406589454267,0.6006705473078098
10698,4-99,LEGO® Large Creative Brick Box,Classic,US,59.99,Easy,0.34415346810192043,-0.34265675626787184,1.0874067240945817,0.9906509527741276,1.2444576552981101
10696,4-99,LEGO® Medium Creative Brick Box,Classic,US,34.99,Easy,-0.023984849681798537,-0.14716194053679416,0.39033263319227246,0.16158094032834622,0.7616173243053855
